sentence,bleu_score,rate
they don't want people who are smart enough to sit around the kitchen table and figure out,30.583392428015514,0.9980430603027344
you're the one who's so fuckin' certain.,84.08964152537145,-0.9382137060165405
where are you going for the last two months?,10.552670315936318,0.9989031553268433
"it doesn't matter how silly the name is, we'll go with it.",91.93227152249175,0.6910581588745117
"and Smitty for the last time, close your legs.",67.74702029865007,0.9482900500297546
a lot of shams and a lot of shams!,4.990049701936832,0.9881312847137451
"you don't love me anymore, you're crazy.",35.49481056010054,-0.7971522808074951
he was a slain man by evil and darkness.,26.305014340253436,-0.9420112371444702
do you have a nice time fucking my friend Mason Hutchinson?,90.36020036098445,-0.9303843975067139
"I go, bullshit, he's multitasking.",100.00000000000004,-0.946896493434906
what's wrong with you?,24.601580968354597,0.9959021210670471
the mustard gas of Sadam was nothing compared to a Walter fart.,61.153805769010226,0.9586223363876343
"no, no, no, it was a black site, Cross... was.",66.54377827941899,0.996322751045227
you're a circus hand.,32.555630133216134,0.9950882792472839
that old chestnut?,46.30777161991026,0.9984863996505737
I need a medic!,40.93653765389909,0.9966102242469788
"let's put it so, one of us stays - it's us or you",22.067380037884412,0.9976281523704529
"you ordered some Chinese internet health crap, and they sent the wrong pills, and you took it",59.39886497483283,-0.9103653430938721
I got people who've been astonished to seeing you kill in cold blood.,61.62607099729587,-0.5200464725494385
"you better tell me where they took him, or you will burn.",32.803841612786165,0.8367128968238831
"he looked, lying there with his four legs sticking up in the air, he reminde",61.950735684277994,0.9447919130325317
check out this.,10.670784087376413,0.9967445135116577
"here, here, give me your hand.",69.13086465463164,0.9977424144744873
then we take their udders and leave them dead in the water.,57.991506770919095,0.9766252040863037
"I told them you were the best mechanic I had, but supervisor... you know, you didn",61.79185032474146,0.9978912472724915
go to hell!,59.460355750136046,-0.9362165331840515
it also made it important for Yu to stop the Masadan officer corps from suspecting ,19.088590629466786,0.9985041618347168
"a lot of black guys, gangsters, they all got names like that.",49.98134968193102,-0.6776099801063538
"if you want a woman who is honest, break her leg and keep her home.",54.15789031416762,0.9772045016288757
now Geronimo realized he could sell his tar paintings for a fortune and,6.872910018919195,0.9970456957817078
the only reason we give a rat's apologies about your country,19.74244143121089,0.9700707197189331
"it was a beautiful ceremony, until one of the little kids saw me, and started screaming",24.727574594696307,0.9979565143585205
can I get some privacy here?,35.640264633541825,0.9988802075386047
"that's not a satisfied customer, Dick, that's a woman.",76.04321823471474,0.94232177734375
"so when she says, ""Oh, damn spot,"" she's really trying She's",60.084365596590665,-0.8864443302154541
we need to know who you're talking about?,26.432408210372945,0.9986886382102966
"they have things we don't have, they're shitting the Chinese and",41.359970610926,0.5853865742683411
where's a phone?,21.444097124017667,0.9988981485366821
the cheap fucks haven't fixed the satellite yet.,27.155616465759728,-0.9107087254524231
my subcaste mostly doesn't have to work if they have a night.,43.67185501535695,0.998730480670929
you are a rock star.,23.04318198457308,0.9258106350898743
I’ve been waiting for you to become my right arm so we can kill those f,46.793750976973385,0.675564706325531
"she endured him, wondering if she could remember a charm or herb to stop the",8.856863088638306,0.9959396123886108
"your mother is a crisis, your father is a wreck.",63.40466277046863,0.6477286219596863
I guess it doesn't hurt that his wife is a critic.,70.76618839098694,0.9731664061546326
now you'll get to know God in the land of the mighty.,75.39221180326287,0.9982890486717224
"whatever you want to do, right?",15.049981051832416,0.9986664056777954
a whore who has no real long-term goals?,35.49481056010054,-0.8857840299606323
we will all be dead and buried ourselves if he takes much longer.,83.85766789076261,0.9580855369567871
what about penises that they get so great wives?,43.01463832259786,-0.907856822013855
now get out of here.,38.49815007763549,0.998421311378479
"""we're all going to die,"" he said.",80.70557274927978,0.9969034790992737
"would we have approved killing him in babyhood when he was innocent, killing his mother,",54.8697683635334,-0.6614181399345398
before killing the man...,80.91067115702207,-0.898420512676239
God gives me strength.,28.641904579795423,0.998715877532959
what was the worst thing that twisted you inside and made you into the freak that you are,55.779574216790614,-0.6633940935134888
give me my BB gun.,32.159351091190125,0.997735857963562
Russia will join the NATO.,15.207218222740094,0.9988250136375427
I need Fred Wolf's sax in this car.,39.9387917637788,0.9637274742126465
I can't get into a relationship with you... without throwing my whole world into ,68.06184779142458,0.9959779977798462
"you got to get back to the detective, baby.",44.12739850976206,0.9943506717681885
